name,phone,address,category,place,state
Sumitra Dental Care & Implant Centre,+919427976364,"  10, Krishnapark Complex, Near Citizen Hospital, Ajwa Waghodia Ring Road, Madhavpura, Near Canara Bank, Vadodara-390019",Hospitals,mumbai,maharashtra
Bhavesh Patel Hospital,+91-265-2772836,"  5-B, Indraprasth-B, Opp Swaminarayan Nagar, Nizampura, Vadodara-390002",Hospitals,mumbai,maharashtra
Sanjiv Nursing Home,+91-265-2314908,"  16/A, Parth Housing Complex, Opposite Akota Garden, Akota, Vadodara-390001",Nursing Homes     also listed in,mumbai,maharashtra
Manjalpur Hospital,+91-265-2640030,"  102, 1st Floor, Abhishek House, Vadodara-390011",Hospitals,mumbai,maharashtra
Isha Hospital,+91-265-2314044,"  B/S Atlantis Mall & Centre Square Mall, Near Ganda Circle, Vadodara-390000",Hospitals,mumbai,maharashtra
Dr. Vipul J. Mistry,+912652393363,"  Shree Shubham Hospital,City Complex,1St Floor,Opp Golden Silver Apartment,Subhanpura,Vadodara, Vadodara-390023",Hospitals,mumbai,maharashtra
Pandya Dr Pradeep K,+91-265-2565863,"  Adarsh General Hospiral,Race Course Circle, Vadodara-390007",Doctors - Nephrologists (kidney)     also listed in,mumbai,maharashtra
Arogya Prasarak Mandal,+91-265-2412379,"  Jalaram Complex, Near Jalaram Mandir Road, Kareli Baug, Near Gujrat Chemical Corporation, Vadodara-390018",Hospitals,mumbai,maharashtra
Uma Children Hospital,+91-265-2331296,"  11, Sampatrao Colony, Laxmi Hall Lane, Opposite Circuit House, Jetalpur Road, Alkapuri, Vadodara-390005",Doctors - Paediatricians (Child)     also listed in,mumbai,maharashtra
Balaji Hospital,+91-265-2281222,"  400 Tp 2, Opposite Vidya Vikas School, Opposite Cash N Carry, Gorwa, Vadodara-390000",Hospitals,mumbai,maharashtra
Akshar Orthopaedic Hospital,+919426500221,"  Earth Complex,O P Road,Akshar Chowk,Near Hero Honda Showroom, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Shree Nathji Hospital,+919825029380,"  Indrapuri Atithi Gruh, Opposite Manki Complex,Realiance Petrol Pump, Opp State Bank Of India,Waghodia Road, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Ankur Children Hospital,+91-265-2772508,"  1st Floor,Hare Ram Complex 1st Floor, Chhani Jakat Naka, Chhani, Vadodara-390002",Hospitals     also listed in,mumbai,maharashtra
Mr Shri Manubhai Patel Dental College,+91-265-2336350,"  Vishwa Jyoti Ashram, Near Vishwamitri Bridge, Munjmahuda, Akota, Vadodara-390020",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Shreeji Hospital,+91-265-2520665,"  101, Vallabh Complex, Dabhoi Rind Road, Parivar Char Rasta, Near Mahesh Complex, Waghodia Road, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Dr Damodar V Nene,+91-265-2361875,"  Manubhai Tower, Opposite M S University, R C Dutt Road, Sayajigunj, Near Tne Baroda Centerl Co Op Bank, Vadodara-390005",Hospitals,mumbai,maharashtra
Sterling Addlife India Limited,+919924449949,"  Near Natubhai Centre Unity Hospital, Race Course (W), Vadodara-390007",Hospitals,mumbai,maharashtra
Matru Hospital,+917922772722,"  Matruchaya Maternity Home, Vadodara-390007",Hospitals,mumbai,maharashtra
Rutvij Hospital,+91-265-2326843,"  Patel Plaza, Opposite Harinagar Bus Stop, Gotri Road, Vadodara-390021",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Ashutosh Hospital,+91-265-2332727,"  Akshar Chowk, Munjmahuda, Old Padra Road, Mujmahuda, Vadodara-390020",Hospitals,mumbai,maharashtra
Patel Dr Anandrao R,+91-265-2341444,"  Rituma,Alkapuri,B/H Hotel Welcome, Vadodara-390001","Doctors - Ear, Nose and Throat (ENT)     also listed in",mumbai,maharashtra
Samarpan Hospital,+91-265-2644133,"  6f, Chandrakalatower, B/H Anganlal Bag Road, Vadodara-390001",Hospitals,mumbai,maharashtra
Bhailal Amin General Hospital,+91-265-2285555,"  Gorwa Bhailal, Amin Marg, Vadodara-390003",Hospitals,mumbai,maharashtra
Shree Mahaveer Hospital,+91-265-2510061,"  12, Ankur Society, Nr Kaladarshan Char Rasta, Waghodia Road, Vadodara-390019",Hospitals,mumbai,maharashtra
Radhakrishna Hospitality Service Limited,+919898039986,"  No 32, Sushil Society, Behind Akota Garden, Akota, Vadodara-390020",Housekeeping Products and Services     also listed in,mumbai,maharashtra
Ashutosh Hospital,+912652332727,"  Near Akshar Chowk,Munj Mahuda,Near Dominos Pizza, Vadodara-390020",Hospitals,mumbai,maharashtra
Kalavati Hospital,+91-265-2569505,"  B-187,188,189,Daginagar Co- Op Housing Society, Harni- Warasia Ring Road, Vadodara-390006",Hospitals     also listed in,mumbai,maharashtra
Lifeline Hospital & Iccu,+91-265-2635124,"  C 130/131, 2, A Complex,Hira Baug Coop Society, Sussen Tarsali Ring Road, Opposite Parmeshwar, Vadodara-390009",Hospitals,mumbai,maharashtra
Sameer Hospital,+919898159057,"  New Heaven Enclave, Oppoiste Corporation Office, Panigate Road, Panigate, Vadodara-390019",Doctors - Chest Specialists     also listed in,mumbai,maharashtra
Janani Maternity Hospital,+91-265-2437793,"  Dandia Bazar,Opp Alankar Apartment, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Naik Cancer Hospital,+919825029085,"  Kasar Falia,Opp Gove Press Kothi, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Baps Pramukhswami Hospital,+91-265-2680313,"  Near Pramukh Swami Hospital Swaminarayan Hospital, Near Railway Station, Atladara, Vadodara-390012",Hospitals,mumbai,maharashtra
Shri Narayan Hospital,+91-265-2414138,"  Haridham Complex,Madan Zampa Road ; Jayratna Char Rasta, Vadodara-390001",Hospitals,mumbai,maharashtra
Shree Narhari Arogya Kendra,+912652794413,"  Narayan Bhavan Fatehgunj,Baroda Fatehgunj,Baroda, Vadodara-390002",Hospitals,mumbai,maharashtra
Hospital For Mental Health,+91-265-2461493,"  Mental Hospitalroad, Kareli Baug, Vadodara-390018",Hospitals,mumbai,maharashtra
Neel Surgical Hospital For Children / Neel Hospital,+912652312680,"  Karamdham Complex,Akota Stadium,Ear Akota Atithi Gruh,Akota, Vadodara-390020",Hospitals,mumbai,maharashtra
Ashirvad Hospital,+91-265-2425580,"  T - 23, Vrund Complex, Urmi Crossing, Productivity Road, Akota, Vadodara-390001",Hospitals,mumbai,maharashtra
Sumitra Dental Care & Implant Centre,+919427976364,"  10, Krishnapark Complex, Near Citizen Hospital, Ajwa Waghodia Ring Road, Madhavpura, Near Canara Bank, Vadodara-390019",Hospitals,mumbai,maharashtra
Shivam Surgical Hospital,+91-265-2773963,"  8-A,Natraj Society,Nizampura,Near Jain Mandir, Vadodara-390002",Doctors - Laparoscopic Surgery     also listed in,mumbai,maharashtra
Desai Dr Jitendra,+91-265-2435153,"  Kharivav Road,Near Gpo, Vadodara-390001",Doctors - Gastroenterologist and Surgeons     also listed in,mumbai,maharashtra
Smt. Malini Kishore Sanghvi Hospital,+912666234440,"  Smt Malini Kishore Sanghvi Hospital & Educational Complaex,Opposite Sumeru Navkar Tirth,Miyagam Karjan, Karjan-391240",Hospitals,mumbai,maharashtra
Vekariya Gynee Hospital,+918469556646,"  Shakuntal Complex, Kaladarshan Char Rasta, Waghodia Road, Waghodia, Near Agrawal Stationary, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Amit Orthopedic Hopsital,+919824455237,"  E 13, Natasha Park - 1, Opposite Military Boys Hostel, Nizampura Main Road, Near Chhani Jakat Naka, Nizampura Main Road, Chhani, Vadodara-390002",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Anmol Children Hospital,+919909002686,"  205,Pramukh Riday Flat,Opposite Of Narayanwadi Restaurant,Aplabara Plaza, Vadodara-390012",Hospitals,mumbai,maharashtra
Dr C.M Kulkarni's Clinic,+919825028508,"  Shreyas,Dutt Appartment,Near Baroda Dairy, Vadodara-390009",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Dr Raman Handa Eye Hospital,+912652644466,"  B-5,Yogeshwar Park Society,Markapura Road, Vadodara-390009",Hospitals,mumbai,maharashtra
Eve Womens Hospital,+91-265-2644889,"  6a,Dayal Baug Society,Nr Deep Chamber,Opp Hdfc Bank,Manjalpur, Vadodara-390011",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Kaka Orthopaedic & Maternity Hospital,+919825050170,"  Dex Plaza,Ejawera Nagar, Vadodara-390010",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Swadia Hospital,+91-265-2420333,"  Kothi Char Rasta,Karivav Road,Raopura,Opp Kuber Bhavan, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Sagar Hospital,+91-265-2353034,"  Behind Fire Bridge Station,Dandia Bazar, Vadodara-390001",Hospitals,mumbai,maharashtra
Siddhi Surgical Hospital,+912652432121,"  Anand Plaza,Bhaukale Lane,Opposite Vasant Baal Mandir, Vadodara-390001",Hospitals,mumbai,maharashtra
Shiv Sagar Hospital,+91-265-2310344,"  19, Someshwar Society, J P Police Station Road, Opposite Yamuna Flat,Near Globe Mariden Hospital,Sainath Road,, Vadodara-390012",Hospitals     also listed in,mumbai,maharashtra
Anya Ent Hospital,+919428301604,"  Sf/2, Kapiraj Complex, Opp Panchratna Building, Subhanpura Road, Vadodara-390001",Hospitals,mumbai,maharashtra
Ashirvad Hospital,+91-265-2761953,"  B-Indraprastha Complex,Chhani,Nizampura Road, Vadodara-390001",Doctors - Surgeons     also listed in,mumbai,maharashtra
Gorwa Hospital,+91-265-2280299,"  1st Floor, Amin Chambers, Refinery Road, Gorwa , Vadodara-390016",Hospitals,mumbai,maharashtra
Anjali Memorial Hospital,+912652791637,"  1-A,Biren Apartments,Above Punjab National Bank Frhgunj,Baroda, Vadodara-390002",Hospitals,mumbai,maharashtra
Akshar Orthopaedic Hospital,+919426500221,"  Earth Complex,O P Road,Akshar Chowk,Near Hero Honda Showroom, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
S S G Hospital,+91-265-2420602,"  Ground Floor, Ssg Hospital, Vadodara-390001",Hospitals,mumbai,maharashtra
Baroda Homoeopathic Medical College & Hospital,+91-265-2370318,"  Sindhrot Road, Opposite St Xaxiers Technical Institute, Sonar Kui Sevasi, Vadodara-390021",Medical Colleges     also listed in,mumbai,maharashtra
Barash Hospital,+91-265-2326648,"  X-6/101,Earth Complex,Akshar Chowk,Old Padra Road, Vadodara-390020",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Sparsh Multispeciality Hospital,+91-265-2326648,"  Ff, Vinraj Plaza, Opp Govt Press, Kothi Road , Vadodara-390001",Hospitals,mumbai,maharashtra
Baroda Laparoscopy Hospital,+91-265-2324128,"  60,Sampat Rao Colony,Nr Circuit House,Alkapuri, Vadodara-390007",Hospitals,mumbai,maharashtra
Riddhi Nursing Home,+919824022933,"  1,Sun Silver Apartment,Productivity Road,Akota,Nr Akota Garden, Vadodara-390020",Doctors - Neurosurgeons / Neurologists     also listed in,mumbai,maharashtra
Samir Hospital,+91-265-2432205,"  Lakdipul,Dandia Bazar,Main Road, Vadodara-390001",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Shruti Hospital,+91-265-2484591,"  Kautilya Complex, Near Sangam Cross Road, Subhashpark Corsssing, Kareli Baug, Tulsiwadi, Vadodara-390006","Doctors - Ear, Nose and Throat (ENT)     also listed in",mumbai,maharashtra
Dr. Vipul J. Mistry,+912652393363,"  Shree Shubham Hospital,City Complex,1St Floor,Opp Golden Silver Apartment,Subhanpura,Vadodara, Vadodara-390023",Hospitals,mumbai,maharashtra
Manorekha Hospital Products Pvt Ltd,+91-265-2655618,"  Maneja 546\1,Opp Fag,, Vadodara-390014",Hospitals,mumbai,maharashtra
Chirag Clinic & Nursing Home,+919227135964,"  Gidc Colony,Pavan Nagar,Makarpura,Bank Of Baroda,Near Abhishek Apartment, Vadodara-390010",Nursing Homes     also listed in,mumbai,maharashtra
Baroda Hospital,+91-265-2657070,"  Anant Apartment,Beside Aradhana Cinema,Tilak Road,1St Floor,Opp S S Hopsital, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Sparsh Hospital,+919825589565,"  X-6/101,Arth Complex,Akshar Chowk,Old Padra Road,Behind Modi Medical, Vadodara-390010",Doctors - General Practitioners     also listed in,mumbai,maharashtra
Global Baroda Hospital,+91-265-3300400,"  Behind Icici Bank, Next To Shreyas School, Manjalpur, Vadodara-390011",Hospitals     also listed in,mumbai,maharashtra
As Siddiq Surgical Hospital,+91-265-2522450,"  Opp Ayurvedic College, O/S Panigate, Vadodara-390019",Hospitals,mumbai,maharashtra
Harshal General& Surgical Hospital,+91-265-2580888,"  1/37, Vraj Venu Complex, Near Swami Narayan Gurukul , Vadodara-390019",Hospitals,mumbai,maharashtra
Kesar Surgical And Maternity Hospital,+912669233571,"  Opp Bazar Samiti,Gurukrupa Society,Chhota Udaipur Vadodara,Chota Udepur, Bajwa-391165",Hospitals,mumbai,maharashtra
Satyam Hospital,+919428066476,"  8/At/102, Nandanvan Complex, B/H Sussen Tarsali, Namarkarpura Road, Vadodara-390010",Hospitals     also listed in,mumbai,maharashtra
Shree Sayaji General Hospital,+91-265-2424848,"  Jail Road, Vadodara-390001",Artificial Limbs     also listed in,mumbai,maharashtra
Noble Nursing Home,+91-265-2774504,"  Surya Flat 1st Floor Tower A, Opposite Swaminarayan Nagar, Vadodara-390002",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Sanjivani Hospital & Laprascopy Center,+912656538212,"  No 101,Ujjawal Complex,Behind Akota Stadium,Bpl Road,Opposite Of Shrenik Park Society, Vadodara-390020",Hospitals,mumbai,maharashtra
Matru Hospital,+917922772722,"  Matruchaya Maternity Home, Vadodara-390007",Hospitals,mumbai,maharashtra
Jankalyan Trust Government,+91-265-2772291,"  Opp Grdwr,Chani, Vadodara-390001",Hospitals,mumbai,maharashtra
Aditya Hospital,+91-265-2423230,"  2nd Floor, Innova House, Dandia Bazar, Vadodara-390001",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Adarsh Hospital,+91-265-2784313,"  Race Course, Gotri Road, Diwalipura, Near Radha Traders, Near Adarsh Hospital, Vadodara-390007",Hospitals,mumbai,maharashtra
Wayrock Hospital,+91-265-2461455,"  Atmaram Marg, Kareli Baug Road, Kareli Baug, Near Advance Clinik, Near Akshar Mahila B Ed College, Vadodara-390018",Hospitals,mumbai,maharashtra
Adarsh General Hospital,+91-265-2362361,"  2-G,Shalimar Society,5,Bhhind Surya Place,Siyajigunj, Vadodara-390005",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Anil Hospital,+91-265-2434241,"  Near Maharashtra Lodge, Opp Depali Store Masjid, Pratap Road, Raopura, Vadodara-390001",Hospitals,mumbai,maharashtra
Sarthak Hospital & Skin Care Centre,+91-265-2291145,"  5-Apsara Soc, Opp Silver Apartment, Near Ganga Jamna Hospital, Subhanpura, Vadodara-390021",Hospitals,mumbai,maharashtra
Shushrut Hospital,+91-265-2495050,"  Atmiya Complex,Opp Mahakali Temple,Vip Road,Kareli Baug,Opp Mahakali Temple, Vadodara-390018",Hospitals     also listed in,mumbai,maharashtra
Premdas Jalaram Hospital,+91-265-2561563,"  C - 26, Swami Premdasnagar, Behind Rto, Harni - Warasia Ring Road, Kishanwadi, Vadodara-390006",Hospitals     also listed in,mumbai,maharashtra
Shree Maharani Shntidevi Hospital,+91-265-2436644,"  Kismat Jawaharlal Nehru Marg, Vadodara-390001",Hospitals,mumbai,maharashtra
Radha Multispecility Hospital,+91-265-2580256,"  2-3, Arom Complex, Soma Talavdabhoi Road , Vadodara-390000",Hospitals,mumbai,maharashtra
Vadilal Eye Hospital & Clinic,+919376222519,"  23A/C,Srinagar Society,Opp Silver Oak Building,Productivity Road,Main Road,Akota, Vadodara-390020",Hospitals     also listed in,mumbai,maharashtra
Maruti Hospital,+91-265-2795650,"  Devdeep Commercial Complex, Opposite Tashkand Society, Nizampura Main Road, Chhani, Nizampura, Vadodara-390002",Doctors - Cardiologists (Heart)     also listed in,mumbai,maharashtra
Mona Ice Hospital,+91-265-2412748,"  Anshira Apartment, Kharivav Road, Ravpura, Vadodara-390001",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Samarth Hospital,+919925158893,"  Opposite Jagadish Farsan, Sangam Char Rasta, Water Tank Road, Kareli Baug, Vadodara-390018",Hospitals,mumbai,maharashtra
Shivani Hospital,+91-265-2397561,"  10/11,Shriram Society,Gotri Road, Vadodara-390007",Doctors - Surgeons     also listed in,mumbai,maharashtra
Neel Hospital,+91-265-2312680,"  Karamdham Complex,Akota Stadium,Near Akota Atithi Gruh,Akota, Vadodara-390020",Doctors - Paediatricians (Child)     also listed in,mumbai,maharashtra
Dr Br Patel Hospital,+91-265-2426112,"  Opp Brahmansabha Hall, Pratap Road, Dandia Bazar, Vadodara-390001",Hospitals,mumbai,maharashtra
Surabhi Hospital,+91-265-2427257,"  C-6, Honey Complex, Gidc , Vadodara-390001",Hospitals,mumbai,maharashtra
Sai Smruti Clinic,+91-265-2331103,"  63, Karamdham Complex, Productivity Road, Near Akota Atithigruah, Vadodara-390007",Doctors - Geneticists     also listed in,mumbai,maharashtra
Medical Care Centre Trust,+912652463906,"  Jalaram Marg,Karelibaug,Vadodara, Vadodara-390018",Hospitals,mumbai,maharashtra
Shivani Hospital,+91-265-2398081,"  Near Harinagar Char Rasta, Opposite Manan Complex,Near H D F C Bank, Gotri Road, Vadodara-390007",Doctors - Cardiothoracic and Vascular Surgeon     also listed in,mumbai,maharashtra
Rahul Children Hospital,+91-265-2281829,"  16, Park View Complex, Opposite Vardhman Complex, High Tension Line Road, Subhanpura, Vadodara-390023",Hospitals     also listed in,mumbai,maharashtra
Vins Hospital,+919825028114,"  99 Urmi Society,Opp Shrinathji Haveli,Productivity Road,Alkapure, Vadodara-390007",Hospitals,mumbai,maharashtra
Om Prasutigrah,+91-265-3288793,"  A-11,Varaj Venu Complex,Swami Narayan Gurukul Char Rasta,Nr Narayan Vidhyalay, Vadodara-390019",Hospitals,mumbai,maharashtra
Gorwa Hospital,+91-265-2280299,"  1st Floor, Amin Chambers, Refinery Road, Gorwa , Vadodara-390016",Hospitals,mumbai,maharashtra
Aayush Orthopedic Hospital & Joint Replacement Center,+91-265-2410185,"  G P O Lane, Kharivav Road, Opp Police Ground, Raopura , Vadodara-390001",Hospitals,mumbai,maharashtra
Sneh Nirmal Hospital,+91-265-2281099,"  15 16,Sahkar Apartments,Panchvati,Refinery Road,Gorwa,B/S Sunsine Complex, Vadodara-390016",Hospitals     also listed in,mumbai,maharashtra
Susmit Maternity Hospital,+912652663017,"  12,Nirman Park,Vishwamitri Rd,Manjalpur,Vadodara, Vadodara-390011",Hospitals,mumbai,maharashtra
Ramkrishna Paramhansa Hospital,+919427118915,"  At & Post Kalali,Near,Atladratal & Dist, Vadodara-390012",Hospitals,mumbai,maharashtra
Akshar Orthopaedic Hospital,+919426500221,"  Earth Complex,O P Road,Akshar Chowk,Near Hero Honda Showroom, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Chiranjeev Childrens Hospital,+91-265-2560621,"  9,Navneet Park,Ayurvedic Trio,Opp Panigate, Vadodara-390017",Doctors - General Practitioners     also listed in,mumbai,maharashtra
Surya Deep Clinic,+91-265-2335929,"  Vishwa Jyoti Ashram, Munjmahuda, Nr Vishwamitri Bridge, Vadodara-390005",Hospitals,mumbai,maharashtra
Indian Hospital Association,+91-265-2356869,"  B / 7, Mujmahuda Shivashish Flats, Mane Teen Rasta, Vadodara-390020",Hospitals,mumbai,maharashtra
Baroda Intensive Care Units,+91-265-2571000,"  3rd Floor,Warasiya Ring Road Kalavati Hospital,Daji Nagar Society,Kishanwadi, Vadodara-390006",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Global Maridian Hospital,+919879771079,"  Diwalipura,Old Padra Road, Vadodara-390015",Hospitals,mumbai,maharashtra
Sri Vijay Vallabh Sarvajanik Hospital,+91-265-2560244,"  Chhipwad Vijay Vallabh Hospital, Chhipwad, Vadodara-390001",Hospitals,mumbai,maharashtra
Ashutosh Hospital,+91-265-2332727,"  Akshar Chowk, Munjmahuda, Old Padra Road, Mujmahuda, Vadodara-390020",Hospitals,mumbai,maharashtra
Urjita Medical Nursing Home,+91-265-2482093,"  Veer Nagar Society, Vip Road, Kareli Baug, Vadodara-390018",Hospitals     also listed in,mumbai,maharashtra
Hospital For Mental Health,+91-265-2461493,"  Mental Hospitalroad, Kareli Baug, Vadodara-390018",Hospitals,mumbai,maharashtra
I Care Hospital & Phaco Centre,+91-265-2397198,"  Above Paramount C T Scan Centre, Race Course Circle, Gotri Road, Vadodara-390007",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Neurosurgical Hospital,+912652431617,"  1st Floor,Sanstha Vasahat,Pratap Road,Raopura, Vadodara-390001",Hospitals,mumbai,maharashtra
Krishna Hospital,+91-265-2459511,"  Opposite Lakdi Pool, Babajipura Road, Dandia Bazar, Near Dhvani Medical Store, Vadodara-390001",Hospitals,mumbai,maharashtra
Adarsh Hospital,+91-265-2784313,"  Race Course, Gotri Road, Diwalipura, Near Radha Traders, Near Adarsh Hospital, Vadodara-390007",Hospitals,mumbai,maharashtra
Thakkar Hospital,+91-265-2333375,"  B-3,Galaxy Complex,Alkapuri,B/H National Plaza, Vadodara-390005",Doctors - Homoeopaths     also listed in,mumbai,maharashtra
Fracture & Orthopaedic Hospital,+91-265-2332312,"  Near Brahman Sabha Hall, Pratap Road, Dandia Bazar, Mandvi, Vadodara-390001",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Shreeji Hospital,+91-265-2484746,"  Shop No 6, Arundeep Society, Opposite Indrapuri Imaging Centre, Near Sangam Char Rasta & Jain Temple, Vijay Nagar, Kareli, Vadodara-390006",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Apcot Hospital,+91-265-2290985,"  Ellora Park,Teen Rasta,Behind Trident,Near Cng Petrol Pump,Race Course Road, Vadodara-390023",Hospitals,mumbai,maharashtra
Nihar Hospital,+919558810886,"  Siddharth Complex, R C Dutt Road, Alkapuri, Vadodara-390007",Hospitals,mumbai,maharashtra
Shree Maharani Shantadevi Hospital,+919824326163,"  Kismat Building,J N Marg, Vadodara-390001",Hospitals,mumbai,maharashtra
Akshar Orthopaedic Hospital,+919426500221,"  Earth Complex,O P Road,Akshar Chowk,Near Hero Honda Showroom, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Aditya Hospital,+91-265-2423230,"  2nd Floor, Innova House, Dandia Bazar, Vadodara-390001",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Jamnabai Hospital Baroda,+91-265-2781003,"  1 - Raghukul, Sama Road, Amar Town House Amar Complex, Behind Navrachna School, Fatehgunj, Vadodara-390008",Hospitals,mumbai,maharashtra
Hospital Axi,+919586622333,"  Near Shreyas Vidyalaya,Janshakti Reliance Circle,Lalbaug Manjalpur Road,Lalbaug, Vadodara-390004",Hospitals     also listed in,mumbai,maharashtra
Shree Sayaji General Hospital,+91-265-2424848,"  Jail Road, Vadodara-390001",Artificial Limbs     also listed in,mumbai,maharashtra
Gupta Hospital,+91-265-2649602,"  1st Floor, 5-201, 5-202, Kabir Shopping Centre, Kabir Complex, Makarpura Road , Vadodara-390009",Hospitals,mumbai,maharashtra
Navrang Hospital,+91-265-2492233,"  Raopura,Opp Htl Utsav, Vadodara-390001",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Vedanta Superspeciality Hospital,+91-265-6596333,"  Gf - 18, Shreeji Chambers, 3/4 Sampatrao Colony, Near Jetlpur Over Bridge, Jetalpur Road, Alkapuri, Vadodara-390007",Hospitals,mumbai,maharashtra
Chandan Hospital & Icu,+919898522888,"  Old Navrang Takies Compound,Raopura,Opp Hotel Utsav, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Isha Hospital,+91-265-2314011,"  Behind Atlantis, Opp Vadodara Central, Sarabhai Campus, Sarabhai Main Road, Subhanpura, Vadodara-390007",Hospitals,mumbai,maharashtra
V R Hospital,+91-265-2354005,"  F-16,Purvi,Samrajya Society No 2, Munjmahuda, Vadodara-390020",Hospitals     also listed in,mumbai,maharashtra
Anand Hospital,+91-265-2370007,"  Ff - 151/152, Gangotri Complex, Opposite Yash Complex, Gotri Road, Gotri, Near Pramukh Traders, Vadodara-390021",Hospitals,mumbai,maharashtra
Bina Hospital Private Limited,+91-265-2340231,"  11/B, Circuit House Bina Clinic, Sampatrao Colony, Vadodara-390007",Hospitals - Eye Care     also listed in,mumbai,maharashtra
Chintu Children Hospital,+919825029530,"  5a,White House,Tarang Society,Akota,Opp Akota Stadium, Vadodara-390020",Hospitals     also listed in,mumbai,maharashtra
Ashirvad Womens & Children Hospital Private Limited,+91-265-2635600,"  209,Nr Baroda Dairy 2nd Flr, Silver Coin Complex,Dairy Teen Rasta,Ongc, Vadodara-390009",Hospitals     also listed in,mumbai,maharashtra
Adarsh Hospital,+91-265-2784313,"  Race Course, Gotri Road, Diwalipura, Near Radha Traders, Near Adarsh Hospital, Vadodara-390007",Hospitals,mumbai,maharashtra
Janani Hospital,+91-265-6564666,"  1st Floor,Pandav Complex,Refinery Road,Bajwa,Opp Vakal Vidyalay \, Vadodara-391310",24 Hrs - Hospital Opds     also listed in,mumbai,maharashtra
Sanjivani Hospital,+919824096904,"  2, Morarbug Society, Padra, Nr Vatsalyay Hospital, Vadodara-390001",Hospitals,mumbai,maharashtra
Matru Hospital,+917922772722,"  Matruchaya Maternity Home, Vadodara-390007",Hospitals,mumbai,maharashtra
Global Baroda Hospital,+91-265-3300400,"  Behind Icici Bank, Next To Shreyas School, Manjalpur, Vadodara-390011",Hospitals     also listed in,mumbai,maharashtra
Param Hospital,+919825167877,"  Arpan Complex,Opp Dulex Soc Nizampura, Vadodara-390002",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Manav Hospital,+91-265-2531717,"  B-9/10,Krishna Leela Society,New Megaly Park Society,Warasia Ring Road, Vadodara-390006",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Maharani Chimanabai Stree And Balsaurakhan Sanstha,+91-265-2434927,"  Raopura, Tarkeshwar, Vadodara-390001",Hospitals,mumbai,maharashtra
S S G Hospital,+91-265-2423122,"  0/23,Doctor`s Qrtr,Yavatesar Compound,Jail Road,Raopura, Vadodara-390001",Doctors - Paediatricians (Child)     also listed in,mumbai,maharashtra
Vardhaman Urology & Lithotripsy Centre A Unit Of Vardhaman Medical Centre,+912652424502,"  B/H Sarjan Complex,Nr Anyonya Bank,Pratap Road,Dandia Bazar, Vadodara-390001",Hospitals,mumbai,maharashtra
Swami Sarvanand Hospital,+91-265-3206133,"  Opp Water Tank Road,Rto Road,Sant Kanwar Colony,Varaslya, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Sigma Surgical Clinic,+919428425880,"  102,Abhishek House,Manjalpur Hospital,Tulsidham Char Rasta, Vadodara-390011",Hospitals     also listed in,mumbai,maharashtra
Yogeshwar Hospital (Dc),+91-265-2395476,"  2, Suniketan Park, Behind Samata Society, Subhanpura, Vadodara-390003",Hospitals,mumbai,maharashtra
Sanjivani Hospital & Laprascopy Center,+912656538212,"  No 101,Ujjawal Complex,Behind Akota Stadium,Bpl Road,Opposite Of Shrenik Park Society, Vadodara-390020",Hospitals,mumbai,maharashtra
